,0
2121,120.5
2122,79.1
2123,16.4
2124,-0.9
2125,1.0
2126,7.1
2127,12.1
2128,19.4
2129,22.5
2130,25.9
2131,27.2
2132,22.6
2133,16.4
2134,8.6
2135,1.4
2136,4.1
2137,6.0
2138,12.4
2139,17.6
2140,25.6
2141,27.7
2142,30.1
2143,31.6
2144,27.1
2145,21.8
2146,13.6
2147,5.3
2148,0.0
2149,23.8
2150,26.8
2151,47.3
2152,37.8
2153,74.4
2154,194.4
2155,190.5
2156,139.8
2157,55.5
2158,78.8
2159,22.6
2160,1.6
2161,2.5
2162,7.7
2163,11.1
2164,18.0
2165,23.9
2166,24.1
2167,26.5
2168,21.4
2169,14.3
2170,8.0
2171,-0.4
2172,5.9
2173,7.2
2174,13.3
2175,16.6
2176,23.3
2177,29.0
2178,28.0
2179,29.3
2180,25.6
2181,19.5
2182,12.6
2183,3.9
2184,60.5
2185,53.1
2186,16.3
2187,16.9
2188,112.4
2189,139.6
2190,270.4
2191,675.7
2192,181.5
2193,0.0
2194,120.1
2195,4.6
